id,nombre_director,job,director_id
42809,Seijun Suzuki,Director,82461
341895,Alphonse Putharen,Director,1171340
345575,Per-Olav Sørensen,Director,575123
103947,Nuno Rocha,Director,1045547
79825,Conrad Jackson ,Director,582830
292177,Jayson Thiessen,Director,1363226
292177,Ishi Rudell,Director,1363227
349158,Ishi Rudell,Director,1363227
171277,Arthur Luhn,Director,1153679
369165,Thom Zimny,Director,1257523
105098,Alberto De Martino,Director,101108
158079,Alberto De Martino,Director,101108
203888,Alberto De Martino,Director,101108
112503,Alberto De Martino,Director,101108
98085,Alberto De Martino,Director,101108
79426,Alberto De Martino,Director,101108
78546,Alberto De Martino,Director,101108
29607,Alberto De Martino,Director,101108
130754,Jakob Montrasio,Director,1091982
130754,Tim Graf,Director,1091983
336884,Pål Øie,Director,126939
339751,Kent Jones,Director,1041420
295748,Cem Yılmaz,Director,74376
34666,Rolf Lyssy,Director,112841
299687,J Blakeson,Director,111588
16047,Omar Shargawi,Director,1147080
51210,Joshua Butler,Director,274386
129577,León Klimovsky,Director,93079
129577,Enzo G. Castellari,Director,50739
90092,Enzo G. Castellari,Director,50739
93708,Enzo G. Castellari,Director,50739
39979,Enzo G. Castellari,Director,50739
68863,Enzo G. Castellari,Director,50739
130322,Enzo G. Castellari,Director,50739
24971,Enzo G. Castellari,Director,50739
64739,Enzo G. Castellari,Director,50739
69152,Enzo G. Castellari,Director,50739
42764,Enzo G. Castellari,Director,50739
73740,Enzo G. Castellari,Director,50739
22359,Enzo G. Castellari,Director,50739
143936,Enzo G. Castellari,Director,50739
213755,Enzo G. Castellari,Director,50739
364067,Sofia Coppola,Director,1769
312100,Mark Caballero,Director,1376727
312100,Seamus Walsh,Director,1376728
73901,Liz Holzman,Director,1212840
321666,Gabriel Ripstein,Director,1223306
307103,Frédéric Tellier,Director,1014557
326874,Brice Cauvin	 	   ,Director,589536
103012,Avie Luthra,Director,176485
255869,Archie Borders,Director,1174063
56255,Minoru Kawasaki,Director,132059
354625,Tobias Lindner,Director,1497005
75393,Oleg Fesenko,Director,545755
293082,Eric Small,Director,23883
341744,Cesc Gay,Director,73693
17007,Peter Werner,Director,30477
26571,Edo Bertoglio,Director,95679
353311,Kenny Leon,Director,196858
134743,Jonathan Demme,Director,16294
317953,John Barker,Director,173597
43783,Walter Lang,Director,80570
36361,Howard Zieff,Director,34611
184440,Daric Loo,Director,1341358
128899,King Vidor,Director,29962
202727,Noel M. Smith,Director,1018093
36789,Edward F. Cline,Director,13953
111570,Richard Wallace,Director,95723
298026,Wen-Han Shih,Director,1375107
214758,Alejo Flah,Director,1199496
161076,Garson Kanin,Director,100131
16422,Richard Ledes,Director,80532
272255,Kurt Neumann,Director,70565
285908,Richard Ciupka,Director,39713
254918,Anthony Fabian,Director,936014
358980,Renzo Merusi,Director,1182527
13591,John Gordillo,Director,89296
345637,Sanjay Patel,Director,8048
336882,Roar Uthaug,Director,87877
333555,Alex van Warmerdam,Director,27875
315868,Andrzej Żuławski,Director,32082
105085,Enzo G. Castellari,Director,50739
279179,Manfred Stelzer,Director,28369
61535,Tom Clegg,Director,96372
256375,Chris Marker,Director,9956
79435,Philippe Garrel,Director,56207
334028,Adam Egypt Mortimer,Director,1448842
152539,Nina Companéez,Director,39244
58384,Mikael Håfström,Director,29605
68437,Rumle Hammerich,Director,118171
325039,Andrei Konst,Director,1426197
16079,Jack Ersgard,Director,79193
16079,Patrik Ersgård,Director,79195
258147,Matthew Smiley,Director,1020818
297859,Tonje Hessen Schei,Director,1374716
289174,Mohsen Makhmalbaf,Director,120226
215740,Edgar Reitz,Director,72908
24563,Larry Buchanan,Director,39765
361042,Sheldon Wilson,Director,77362
32206,Justin Jones,Director,109943
172721,Steven R. Monroe,Director,88039
149722,Steven R. Monroe,Director,88039
353257,Steven Daniels,Director,1494192
302666,David Gidali,Director,1507476
246594,Emile Edwin Smith,Director,1282041
340275,Spike Lee,Director,5281
197599,Neil Breen,Director,1021805
10124,Bob Keen,Director,29447
221801,Richard LeMay,Director,113647
348150,Kirk R. Thatcher,Director,145446
71744,Q. Allan Brocka,Director,53603
216983,Marija Miletic Dail,Director,1201604
331836,Nicolas Benamou,Director,1067317
331836,Philippe Lacheau,Director,1186076
291868,Liv Corfixen,Director,82564
4540,Gerhard Lamprecht,Director,37845
53385,Charles Avery,Director,148002
30982,Charlie Chaplin,Director,13848
15701,Glenn Standring,Director,104999
45438,Jingle Ma,Director,46325
42649,Frank Simon,Director,1066813
196253,Roman Polanski,Director,3556
196253,Frank Simon,Director,1066813
327016,Frank Simon,Director,1066813
33318,William K.L. Dickson ,Director,110347
33318,William Heise,Director,110348
23150,Ei Aoki,Director,931828
23151,Takuya Nomura,Director,931818
23153,Mitsuru Obunai,Director,931824
23166,Takahiro Miura,Director,1096815
23167,Shinsuke Takizawa,Director,931823
351694,Tian Xiao Peng,Director,1490566
260928,Neil Breen,Director,1021805
300693,James Vanderbilt,Director,20204
218275,William Riead,Director,1187483
15706,Todd Stephens,Director,40440
301816,Jonathan Winfrey,Director,102688
338438,Umberto Lenzi,Director,22467
107100,Jason Bourque,Director,88040
74082,Marino Girolami,Director,38585
106155,Marino Girolami,Director,38585
96460,Marino Girolami,Director,38585
324194,Marino Girolami,Director,38585
295389,Marino Girolami,Director,38585
103122,Marino Girolami,Director,38585
29395,Richard Stanley,Director,42175
323656,Craig Roberts,Director,104561
285959,Lewis Allen,Director,93975
33923,Lewis Allen,Director,93975
44001,Lewis Allen,Director,93975
27034,Lewis Allen,Director,93975
49502,Lewis Allen,Director,93975
320853,Lewis Allen,Director,93975
136793,John Kafka,Director,51959
136793,Yoon-suk Choi,Director,1106213
354072,Frankie Chen,Director,1495940
339562,Dante Lam,Director,81220
78570,Alberto Mar,Director,584802
318846,Adam McKay,Director,55710
321621,Tony Bui,Director,35052
9048,Ching Siu-Tung,Director,67259
333088,Onur Tukel,Director,1001384
340816,Mitch Davis,Director,86164
342831,Arthur Berthelet,Director,1513675
25041,Shawn Ku,Director,54614
333968,Josh Kim,Director,1521495
17223,Sandro Cecca,Director,235270
72246,Ramiro Meneses,Director,281122
248706,Charles Matthau,Director,122728
347969,Frank Coraci,Director,57370
166178,Julaluck Ismalone,Director,1097073
338930,Ranjith,Director,588229
332827,Sathyan Anthikad,Director,932585
120149,Ranjith,Director,588229
68982,Ray Danton,Director,33722
347497,William Shatner,Director,1748
367735,Rhys Thomas,Director,1475576
247777,Lev Kalman,Director,1283213
247777,Whitney Horn,Director,1283214
246355,James Wan,Director,2127
299579,Douglas Barr,Director,131785
371818,Manousos Manousakis,Director,1592935
185744,Ryan Polito,Director,109744
48009,Nicolas Vanier,Director,139818
367551,Nick Love,Director,41530
324291,Charles Hood,Director,83245
137366,Dick Carruthers,Director,106970
264397,Isaac Ezban,Director,1309478
107235,Lee Yong-joo,Director,1630357
160564,Agnès Jaoui,Director,28279
332179,Roni Ezra,Director,1068752
363683,Jonny Owen,Director,119909
339145,Marya Cohn,Director,223747
312452,Étienne-Jules Marey,Director,1135153
105157,William K.L. Dickson ,Director,110347
297789,Aleksey Fedorchenko,Director,143671
237584,William Monahan,Director,34510
299511,Franck Ribière,Director,939460
195867,Jorge Montesi,Director,175726
203066,John Milius,Director,8328
179375,Salam Bappu,Director,1161951
84186,Yung Chang,Director,78059
291146,Sabine Gisiger,Director,1361867
56685,Fredrik Hiller,Director,42292
207936,Sean Mewshaw,Director,1190898
267094,Ursula Liang,Director,1314393
156135,Francesco Rosi,Director,87267
78101,Francesco Rosi,Director,87267
163706,Francesco Rosi,Director,87267
73954,Francesco Rosi,Director,87267
182843,Sergio Citti,Director,72477
162056,Sergio Citti,Director,72477
93064,Sergio Citti,Director,72477
150958,Sergio Citti,Director,72477
27009,Chuck Comisky,Director,592012
30922,David Jackson,Director,44683
30922,Dick Lowry,Director,33880
25568,Graeme Ferguson,Director,94237
6884,Chris Matheson,Director,18382
22162,Robert L. Levy,Director,15307
46431,Marion Lipschutz,Director,1184417
46431,Rose Rosenblatt,Director,1184418
98456,Marisa Sistach,Director,1007524
31377,Mark Blutman,Director,108039
26736,Lev L. Spiro,Director,107658
172760,Gin Yeung-Chi,Director,1155323
23205,Juan Carlos Pineiro-Escoriaza,Director,89886
242093,Dan Cutforth,Director,1027017
242093,Jane Lipsitz,Director,1027018
186121,Johanna Lee,Director,969268
19446,Brian Terwilliger,Director,84696
116733,Ivan Ivanov-Vano,Director,128291
116733,Aleksandra Snezhko-Blotskaya,Director,565307
116733,Victor Gromov,Director,939583
258435,Marc Fitoussi,Director,125977
214215,Philippe Kotlarski,Director,52741
214215,Anne Weil,Director,49186
129455,Ken Loach,Director,15488
44142,Daniele Luchetti,Director,59911
220916,Chris Marker,Director,9956
220916,Mario Marret,Director,1337801
262165,Bret Wood,Director,557515
47680,Yılmaz Güney,Director,145352
100215,Károly Makk,Director,923620
100215,János Xantus,Director,1038547
31525,Rajkumar Santoshi,Director,87772
299145,"Daniel Petrie, Jr.",Director,774
225283,Destiny Ekaragha,Director,1184967
160128,Ricky Wood,Director,1164012
82743,Alex Chandon,Director,101930
111662,Andrew Nisker,Director,1178605
77910,Michael Polish,Director,41887
98525,José Henrique Fonseca,Director,54974
270926,Sergey Loznitsa,Director,543674
59426,Yury Bykov,Director,229351
62684,Tomasz Thomson,Director,235808
76808,Maarten Treurniet,Director,91411
31557,John Edginton,Director,1000620
30059,Jules Bass,Director,16410
30059,"Arthur Rankin, Jr.",Director,16411
256314,Arne Birkenstock,Director,1152131
334376,Nomura Kazuya,Director,592039
334376,Kazuchika Kise,Director,16142
285020,Charles Poekel,Director,1001647
64655,Joanna Hogg,Director,105435
371507,Egor Baranov,Director,1048552
138735,Christian Klandt,Director,1109606
71482,Anne Sewitsky,Director,135114
326425,Steven C. Miller,Director,30058
180929,Ted Post,Director,18635
105153,William K.L. Dickson ,Director,110347
299165,José Antonio de la Loma,Director,102095
303867,Don Hertzfeldt,Director,109314
103502,Anne Émond,Director,1041733
28138,Fred Olen Ray,Director,31155
28138,Jim Wynorski,Director,98132
329833,Ben Stiller,Director,7399
24712,Daniel Lind Lagerlöf,Director,47062
24713,Daniel Lind Lagerlöf,Director,47062
267048,Daniel Lind Lagerlöf,Director,47062
368239,Blake Vincent Kueny,Director,1291419
68419,Adam Deacon,Director,78064
68419,Daniel Toland,Director,553096
250096,Philip Saville,Director,107414
195752,Michael Schultz,Director,77300
79236,Arto Lehkamo,Director,586223
179308,Zoltan Spirandelli,Director,38625
142635,Ron Oliver,Director,80523
245739,Matt Lipsey,Director,1215901
331351,Gonzalo Bendala,Director,1441754
283596,Robert Carlyle,Director,18023
193309,Tina Mabry,Director,65521
17306,Tibor Takács,Director,42309
338614,Phillip Baribeau,Director,1491090
359983,Howy Parkins,Director,80699
135799,Masaaki Akahori,Director,1096814
57440,Kenji Uchida,Director,124902
32517,Johnnie To,Director,25236
47647,Gordon Chan,Director,64901
150677,Giancarlo Romitelli,Director,1085925
139238,Wladyslaw Starewicz,Director,938146
270646,Nadav Lapid,Director,1011135
157239,Daniel Lee,Director,57832
52776,Eric Tsang,Director,26724
52776,Patrick Kong,Director,146083
52776,Chung Shu-Kai,Director,1026359
29960,Robert Young,Director,127716
357681,Mark Neale,Director,639925
259694,Christian Ditter,Director,63820
105952,Ben Miller,Director,18025
361025,Arthur Allen,Director,1513563
271433,Ralf Westhoff,Director,18927
348689,Park Heung-sik,Director,1044894
302797,Anders Johannes Bukh,Director,1533762
347944,Sonny Mallhi,Director,564949
1877,Charles Band,Director,19707
1877,Albert Band,Director,19708
291537,Adam Carolla,Director,76245
291537,Nate Adams,Director,1341689
372631,Mitch Schauer,Director,1234311
201223,Atsushi Takahashi,Director,233653
319152,J. Clay Tweel,Director,1039404
319152,Bryan Carberry,Director,1415126
26702,Curtis Harrington,Director,44725
359746,Álvaro Longoria,Director,1051295
323149,Patrick Ryan,Director,1422262
253286,Alex R. Johnson,Director,1060785
185497,Sofya Skya,Director,115948
185497,Robert Crombie,Director,218637
341045,Nick Read,Director,1287822
341045,Mark Franchetti,Director,1150729
89645,William Beaudine,Director,30833
279690,Jason Krawczyk,Director,1336328
249567,Fletcher Markle,Director,89685
178314,Joy Mathew,Director,1160636
74057,Alan Myerson,Director,14995
47240,Elio Petri,Director,95456
104194,Sylvia Chang,Director,26739
104194,Chen Kuo-Fu,Director,53218
104194,Hou Hsiao-hsien,Director,64992
104194,Arvin Chen,Director,126714
104194,Ya-chuan Hsiao,Director,127926
104194,Wen-Tang Cheng,Director,131291
104194,Hou Chi-jan,Director,586143
104194,Chang Tso-chi,Director,1006872
104194,Leon Dai,Director,1133858
104194,Cheng Yu-Chieh,Director,1371299
104171,Hou Hsiao-hsien,Director,64992
87953,Hou Hsiao-hsien,Director,64992
159862,Hou Hsiao-hsien,Director,64992
66759,Pao Hsueh-Li,Director,129770
75808,Harold Becker,Director,23213
79781,Matthew A. Cherry,Director,587970
9287,Terence Hill,Director,15140
34421,Mark DiSalle,Director,64681
108228,James Yukich,Director,22636
323968,Michael Williams,Director,1148265
120172,Eitan Reuven,Director,1071589
177112,Arthur Vincie,Director,574655
36748,Richard Williams,Director,116100
229056,Arthur Pierson,Director,115466
284460,Gregory Hatanaka,Director,213357
168112,Stephan Apelgren,Director,81210
126947,Thomas J. Tobin,Director,1038036
67927,Gustaf Edgren,Director,550021
30452,Jeffrey Mandel,Director,129118
356482,Dagen Merrill,Director,87755
360551,Jang Jae-hyun,Director,1544991
359460,Kim Jung-Hoon,Director,1879192
69985,Carlos Sorin,Director,87510
268854,Celso R. García,Director,1075420
312993,Stéphane Lapointe,Director,1075235
52116,Detlev Buck,Director,5844
80041,Ian Power,Director,1127679
13755,Andy Wolk,Director,115447
140733,Tomáš Vorel,Director,222811
346472,Vladek Zankovsky,Director,1536561
30644,Edward D. Murphy,Director,106663
131897,Maurizio Nichetti,Director,225140
282069,Takashi Yamazaki,Director,43652
282070,Takashi Yamazaki,Director,43652
373541,Dean Jones,Director,1159944
252028,Geoffrey Enthoven,Director,552707
299585,Carl Bessai,Director,62897
36771,Ere Kokkonen,Director,116155
55776,Spede Pasanen,Director,116158
62898,Ere Kokkonen,Director,116155
62896,Ere Kokkonen,Director,116155
62897,Ere Kokkonen,Director,116155
62894,Ere Kokkonen,Director,116155
145912,Spede Pasanen,Director,116158
55558,Ere Kokkonen,Director,116155
36767,Ere Kokkonen,Director,116155
36766,Ere Kokkonen,Director,116155
36765,Ere Kokkonen,Director,116155
40836,Gregg Champion,Director,27236
351819,Michael Tiddes,Director,1110102
58074,Camillo Mastrocinque,Director,223708
56975,Massimo Troisi,Director,67792
56068,Camillo Mastrocinque,Director,223708
66177,Camillo Mastrocinque,Director,223708
94641,Irving Pichel,Director,20370
53834,Irving Pichel,Director,20370
44099,Irving Pichel,Director,20370
84085,Irving Pichel,Director,20370
177790,Irving Pichel,Director,20370
373481,D.A. Pennebaker,Director,21113
373481,Chris Hegedus,Director,115891
143437,D.A. Pennebaker,Director,21113
143437,Jean-Luc Godard,Director,3776
143437,Richard Leacock,Director,1342919
26028,D.A. Pennebaker,Director,21113
26028,Chris Hegedus,Director,115891
26360,D.A. Pennebaker,Director,21113
26360,Chris Hegedus,Director,115891
26360,David Dawkins,Director,1120042
139230,D.A. Pennebaker,Director,21113
139230,Chris Hegedus,Director,115891
140595,Nick Doob,Director,932222
140595,Chris Hegedus,Director,115891
140595,Rick McKay,Director,1025685
140595,D.A. Pennebaker,Director,21113
140595,Andy Picheta,Director,95754
273085,Gus Van Sant,Director,5216
273085,David Bowie,Director,7487
273085,Julien Temple,Director,22669
63160,Jordan Vogt-Roberts,Director,236539
20363,Paul Reubens,Director,5129
20363,Marty Callner,Director,80172
83728,James Franco,Director,17051
55534,Steve Barron,Director,18308
358532,Philly de Lacey,Director,1062458
358532,Riccardo Pellizzeri,Director,187005
340666,Tom Ford,Director,120615
339339,Chris Long,Director,1214432
339888,Susan Lambert,Director,1082350
339888,Stefan Moore,Director,1473896
359204,Sean McAllister,Director,1064994
149232,Tom Anton,Director,1128542
237710,Nisha Ganatra,Director,1239766
345139,Abbas Fahdel,Director,863070
356483,Hank Braxtan,Director,117168
356486,Josh Bear,Director,1522124
274167,Sean Anders,Director,74619
266294,Jason Moore,Director,168667
169382,Rick Minnich,Director,1433975
46914,Ekachai Uekrongtham,Director,49605
310972,Norma Bailey,Director,51524
363486,Sean McNamara,Director,129952
348634,Ron Oliver,Director,80523
363484,Ron Oliver,Director,80523
363482,James Head,Director,1212587
328848,Mark Jean,Director,109680
343284,Kyle Rankin,Director,88832
361751,Kristoffer Tabori,Director,115178
362886,Terry Ingram,Director,110468
360604,David MacKay,Director,1512118
363476,Craig Pryce,Director,145210
363478,Sam Irvin,Director,195143
363479,John Bradshaw,Director,224214
363480,Jonathan Wright,Director,207180
363483,Peter Sullivan,Director,92591
360603,Alex Zamm,Director,88077
366630,Mike Rohl,Director,182892
366631,Harvey Crossland,Director,1531416
366018,Mariah Carey,Director,66586
79720,R. Winer,Director,1041630
336681,António-Pedro Vasconcelos,Director,141594
140300,Jennifer Yuh Nelson,Director,142312
140300,Alessandro Carloni,Director,1262481
16308,Yoshiyuki Tomino,Director,79737
16157,Yoshiyuki Tomino,Director,79737
154738,Noboru Ishiguro,Director,76409
45528,Tomoyuki Furumaya,Director,133161
21442,Jang Hyeon-su,Director,87530
319089,Stanley Nelson,Director,115893
62691,Norihiro Koizumi,Director,237465
281524,Nick Nevern,Director,229313
72443,Isshin Inudô,Director,99245
58550,Hans Canosa,Director,78481
95164,Ten Shimoyama,Director,63689
95164,Zhang Yibai,Director,94744
95164,Yee Chin-Yen,Director,131295
160297,Jeff Adachi,Director,928285
58551,Kazuya Konaka,Director,117158
72592,Masahiro Takada,Director,566672
64882,Chang You-jeong,Director,240016
61888,Lee Sang-Il,Director,142670
142499,Young-jae Lee,Director,1117466
63465,Kim Jung-Hoon,Director,1879192
85377,Kentarô Ôtani,Director,114722
41835,David Schisgall,Director,213608
100923,Masahiko Nagasawa,Director,235150
138853,Tarô Ohtani,Director,127885
38000,Yang Yun-ho,Director,87086
45079,Sang-yong Lee,Director,132160
72505,Fumihiko Sori,Director,70103
286007,Ryotaro Muramatsu,Director,1279426
56232,Kentaro Moriya,Director,228071
67560,Kota Yoshida,Director,1748297
108646,Chi Y. Lee,Director,131162
64228,Alfonso Pineda Ulloa,Director,238757
41198,Johnnie To,Director,25236
41198,Wai Ka-Fai,Director,58052
80618,Roger Melvin,Director,589764
114661,Han Jae-rim,Director,1059129
32695,Agustín Díaz Yanes,Director,127823
313676,Yu Nakai,Director,1403970
38011,Im Kyung-soo,Director,1137333
116488,Min Kyu-dong,Director,150150
314283,Fred Olen Ray,Director,31155
26381,George Erschbamer,Director,45427
206155,Daisuke Tengan,Director,68114
49704,Leehom Wang,Director,134184
47331,Makoto Tezuka,Director,565681
159230,Bae Hyeong-jun,Director,127791
138665,Pang Eun-jin,Director,150127
171587,Byun Sung-hyun,Director,1293686
189151,Taisuke  Kawamura,Director,144945
169068,Brad Leong,Director,1151278
92499,Hwang In-Ho,Director,1294764
232420,Joji Matsuoka,Director,123738
212640,Jin Yimeng,Director,92960
311093,Kevin Conner,Director,252668
13739,Christian Vincent,Director,72005
260583,Valentin Vaala,Director,1171039
343702,Bruno Podalydès,Director,21769
31127,Cullen Blaine,Director,175160
40800,Jon Hess,Director,82033
62768,Paul Lynch,Director,44130
70702,John Rawlins,Director,97015
372981,Alik Sakharov,Director,1318704
320587,Sara Bordo,Director,1417284
106222,Mark Christopher,Director,33541
200998,Gregg Araki,Director,19224
73526,Randy Redroad,Director,1328221
26537,Jules Bass,Director,16410
26537,"Arthur Rankin, Jr.",Director,16411
128070,Carlos Sorin,Director,87510
323929,Trey Edward Shults,Director,1423660
45166,Irving Reis,Director,94880
60481,Marcel Varnel,Director,231085
229005,Robert Z. Leonard,Director,93906
82036,James W. Horne,Director,131405
82036,Charley Rogers,Director,131406
82036,Hal Roach,Director,33223
43788,Leslie Howard,Director,11493
43823,Robert Stevenson,Director,5834
102051,Bryan Lefler,Director,1029825
364833,Stanislav Govorukhin,Director,39787
50542,Zhang Yimou,Director,607
24426,Ali Taner Baltaci,Director,91604
24426,Cem Yılmaz,Director,74376
40246,Jules Bass,Director,16410
40246,"Arthur Rankin, Jr.",Director,16411
141976,John Bradshaw,Director,224214
299578,Christie Will,Director,63783
239180,Michael Scott,Director,225586
352209,Brian K. Roberts,Director,1212136
350849,Paula Ortiz,Director,932115
141476,Oliver Dieckmann,Director,587202
373976,Iram Parveen Bilal,Director,1250354
344041,Adam Alleca,Director,966400
220488,Dennie Gordon,Director,66960
291348,Rich Christiano,Director,122842
335205,Larry Yang,Director,1452270
37715,Russ Parr,Director,188162
70712,Fez Ortega,Director,559395
161482,Monica Mingo,Director,1144625
362045,Sanjay Leela Bhansali,Director,42804
278706,John Klein,Director,1344795
96985,Will Zens,Director,1004709
256687,Keith Parmer,Director,228311
350845,Christoforos Papakaliatis,Director,221966
191731,Mohammad Rasoulof,Director,935123
43020,Sergio Leone,Director,4385
127642,Chito S. Roño,Director,227252
315319,Alessandro Siani,Director,233334
298722,Alessandro Genovesi,Director,129106
370835,Zack Bernbaum,Director,1163332
61464,Vittorio De Sica,Director,12329
60116,Vittorio De Sica,Director,12329
278122,Vittorio De Sica,Director,12329
299143,Vittorio De Sica,Director,12329
113936,Vittorio De Sica,Director,12329
166888,Vittorio De Sica,Director,12329
339934,John McKenna,Director,1136487
339934,Gabriel Clarke,Director,1136486
60895,Jeff Bleckner,Director,69982
316179,Britni West,Director,1288327
217250,Frank Borzage,Director,14855
373977,Nick Hurran,Director,42274
254736,Miguel Gomes,Director,150512
91067,Wang Bing,Director,933088
128230,Wang Bing,Director,933088
347201,Hiroyuki Yamashita,Director,1483924
66772,Ralf Gregan,Director,43499
66772,Günter Vaessen,Director,545362
253258,John Magary,Director,1288712
326415,Arthur Cullipher,Director,1430962
89751,Paul Frees,Director,16417
26550,Mimmo Cattarinich,Director,95656
20360,Vipul Amrutlal Shah,Director,88142
373357,Francis Mankiewicz,Director,990392
342927,Christopher Ray,Director,97901
68507,Nonzee Nimibutr,Director,31039
272426,Michael Karen,Director,18064
357940,Guan Hu,Director,131301
41032,Peter Sasdy,Director,100296
292523,Jonathan Miller,Director,1246494
28997,Henrique Goldman,Director,103452
73976,Malu De Martino,Director,1278694
37817,Monique Gardenberg,Director,137057
82745,Toni Venturi,Director,928723
85389,Paulo Machline,Director,931997
73919,Esmir Filho,Director,494736
69846,Jun'ya Satô,Director,85028
55138,Zdravko Šotra,Director,144632
300601,María Ripoll,Director,102329
100274,Derek Franson,Director,1024215
372821,Shunichi Hirano,Director,1129755
145711,David Mackay,Director,210872
107257,Nicole Conn,Director,224875
267319,Lawrence Silverstein,Director,41650
317442,Tsuneo Kobayashi,Director,1678991
261157,Josh Feldman,Director,1304589
79708,Sonia Anderson,Director,1040501
114018,Norbert A. Myles,Director,1058048
267955,Robert McCallum,Director,1316253
352200,Amos Gitai,Director,20024
366566,Alexandra Leclère,Director,20073
337075,Carlos Stevens,Director,1081367
309811,Benjamin Carland,Director,1171781
281291,Phillip Borsos,Director,148119
362154,Ding Sheng,Director,110511
16632,Shin Dong-yeop,Director,1096573
20969,Oh Ki-hwan,Director,117498
16147,Luc Dionne,Director,79602
214129,Joyce E. Bernal,Director,129543
140054,Takahiro Miki,Director,133251
129745,Takahiro Miki,Director,133251
252981,Mae Czarina Cruz,Director,238156
63064,Li Yu,Director,105697
81560,Kôji Maeda,Director,1041470
41186,Jeong Yoon-soo,Director,229942
279998,Tedi Sarafian,Director,7217
36185,Isao Yukisada,Director,84990
9375,Hans-Christian Schmid,Director,6094
36164,Ryoo Seung-jin,Director,1289490
53514,Kim Hyun-suk,Director,24989
40119,Hiroshi Shinagawa,Director,127896
292264,Akihiko Shiota,Director,80107
118451,Jung Ji-woo ,Director,97142
54225,Hur Jin-Ho  ,Director,96631
54225,Oh Ki-hwan,Director,117498
54225,Min Kyu-dong,Director,150150
54225,Byeon Hyeok,Director,224381
54225,Yoo Yeong-sik,Director,1182413
40121,Kensaku Watanabe,Director,238727
119273,Ya-che Yang,Director,581943
39493,Gen Takahashi,Director,123009
99188,Junichi Mori,Director,98510
252067,Yeon-woo Lee,Director,1334911
52870,Isao Yukisada,Director,84990
201386,Eric Wirix,Director,1311811
341517,Anastasia Lapsui,Director,1470051
341517,Markku Lehmuskallio,Director,1470052
282879,Spike Jonze,Director,5953
282879,Kim Gordon,Director,18517
282879,Roman Coppola,Director,38803
282879,Lance Bangs,Director,61440
315534,Spike Jonze,Director,5953
339944,Margus Paju,Director,1544744
40241,Danny Steinmann,Director,58822
58431,Burr Steers,Director,58552
31078,Richard Friedenberg,Director,4137
58887,Nayan Padrai,Director,228590
172767,Daniel Lusko,Director,1155329
89145,William Beaudine,Director,30833
249260,Scott Wheeler,Director,85808
151911,William Dieterle,Director,49214
163890,Sergey Loznitsa,Director,543674
95134,Fred Niblo,Director,108106
95134,Dorothy Arzner,Director,108983
99729,William A. Wellman,Director,14643
181426,Ray Taylor,Director,33377
44459,Ralph Nelson,Director,16888
153717,Susanne Zanke,Director,221365
289673,Beeban Kidron,Director,20237
337208,Ari Novak,Director,1460444
262234,William K. Howard,Director,89632
302026,Mamoru Oshii,Director,12180
182035,David Howard,Director,1030519
102288,R.G. Springsteen,Director,29317
121197,Ida Lupino,Director,46617
272095,Carlos Bolado,Director,234749
211354,Dearbhla Walsh,Director,1227885
49172,Mark L. Lester,Director,67753
83880,Fred Olen Ray,Director,31155
38920,Bruce Beresford,Director,5696
26199,Jack Cardiff,Director,6603
175822,Maurice Elvey,Director,104727
21167,Erik Lamens,Director,87206
66068,Dorothée Van Den Berghe,Director,147302
84479,Nicolas Provost,Director,930778
20226,Hilde Van Mieghem,Director,48178
132561,Guy Lee Thys,Director,1095173
44751,Jan Verheyen,Director,65470
68360,Fien Troch,Director,439442
68444,Tamar van den Dop,Director,143010
276608,Guy Lee Thys,Director,1095173
276608,Ivan Boeckmans,Director,1115700
12135,Pieter Van Hees,Director,71405
76202,Dominique Deruddere,Director,69912
61935,Jan Verheyen,Director,65470
17486,Stijn Coninx,Director,81964
69740,Hilde Van Mieghem,Director,48178
123005,Gert Embrechts,Director,116195
47587,Dominique Deruddere,Director,69912
42748,Hans Herbots,Director,128612
60775,Hans Van Nuffel,Director,1359732
22034,Frank van Mechelen,Director,88153
150041,Joël Vanhoebrouck,Director,1129763
66066,Hans Herbots,Director,128612
80469,Frank van Mechelen,Director,88153
56950,Guy Goossens,Director,1378407
299856,Danny Deprez,Director,1193934
20388,Frank van Mechelen,Director,88153
24524,Erik Van Looy,Director,82418
17902,Hans Herbots,Director,128612
53103,Dorothée Van Den Berghe,Director,147302
80153,Jakob Verbruggen,Director,588912
210320,Danny Deprez,Director,1193934
209414,Hilde Van Mieghem,Director,48178
139270,Patrice Toye,Director,1110434
10509,Jan Verheyen,Director,65470
52738,Miel Van Hoogenbemt,Director,146581
22454,Pieter Van Hees,Director,71405
141145,Fien Troch,Director,439442
73628,Kadir Balci,Director,552700
86482,André Delvaux,Director,39271
164366,Mark Punt,Director,1180434
94630,Guido Pieters,Director,114387
280437,Harry Kümel,Director,135335
287344,Robbe De Hert,Director,238650
374698,Hans Herbots,Director,128612
218238,Filip Van Neyghem,Director,1120089
73222,Kaat Beels,Director,568633
142085,Caroline Strubbe,Director,1199146
75578,André van Duren,Director,575724
52260,Hugo Claus,Director,136839
36712,Jan Verheyen,Director,65470
35639,Indra Siera,Director,222039
63044,Jan Gruyaert,Director,236417
74436,Raoul Walsh,Director,8823
255647,Dragan Bjelogrlić,Director,110968
54832,André Hunebelle,Director,19639
111480,André Hunebelle,Director,19639
